qdlesefyar@example.com,Alaska,Anchorage,truck,852,229,8872,9368,99,905
fdwjikaree@example.com,Alaska,Anchorage,hybrid,292,1288,7249,13000,224,2246
hkykojcssd@example.com,Alaska,Anchorage,sedan,339,1098,5125,14528,111,3914
wnovugbjok@example.com,Alaska,Anchorage,suv,193,467,3937,8720,106,2054
uesezodnkx@example.com,Alaska,Anchorage,sedan,961,760,5909,12036,110,684
rvkumxrzxs@example.com,Alaska,Anchorage,sedan,622,1550,7176,4714,36,463
eryyktgkdg@example.com,Alaska,Anchorage,truck,581,758,7342,8393,19,1795
eqissfxtpm@example.com,Alaska,Fairbanks,hybrid,333,778,8900,11720,83,2226
bmoqdalbby@example.com,Alaska,Fairbanks,truck,478,1502,1245,3760,45,3551
uymzazsdvu@example.com,Alaska,Fairbanks,hybrid,475,402,9487,4670,204,1093
vbkfudcmsk@example.com,Alaska,Fairbanks,hybrid,780,1421,5239,11434,209,1153
gnuxlnhrcg@example.com,Alaska,Fairbanks,truck,721,931,10257,11597,65,315
cldqcxvmip@example.com,Alaska,Fairbanks,suv,741,1324,2854,4173,20,2063
gjdvenzhhe@example.com,Alaska,Fairbanks,hybrid,977,725,6784,11362,92,734
aokstnwjqx@example.com,Alaska,Fairbanks,sedan,934,1077,11300,13145,247,732
owholodxnf@example.com,Alaska,Fairbanks,suv,399,1172,11780,13852,93,2138
bcnajmwvwt@example.com,Alaska,Fairbanks,truck,263,236,5199,4354,400,1389
msgmgkrkqp@example.com,Alaska,Fairbanks,truck,869,1353,2620,11736,126,349
ufepdrqqwm@example.com,Alaska,Fairbanks,truck,265,481,7811,18183,100,1206
yvuucpzgnq@example.com,Alaska,Fairbanks,suv,356,659,1284,13533,82,3935
mjhdrtbbsc@example.com,Alaska,Fairbanks,sedan,583,411,1970,2563,188,4894
xshyzsbzpg@example.com,Alaska,Fairbanks,truck,177,1247,2784,10127,82,1637
yoyyjuyujt@example.com,Alaska,Fairbanks,suv,545,1090,9775,7156,72,1465
oqgqiaowum@example.com,Alaska,Fairbanks,sedan,653,377,6936,1763,116,968
dxggpdbvoc@example.com,Alaska,Fairbanks,truck,690,1352,1364,5796,370,962
gsztiphlzn@example.com,Alaska,Fairbanks,suv,139,1375,5354,6520,57,4324
mcoqofbywx@example.com,Alaska,Fairbanks,hybrid,354,765,11927,6829,110,2808
lopmmiaiem@example.com,Alaska,Fairbanks,hybrid,265,1134,6779,9358,310,3928
azvipsjfxl@example.com,Alaska,Fairbanks,suv,188,1252,10718,2069,28,1189
zcxwikgqww@example.com,Alaska,Fairbanks,truck,609,1411,7952,12816,37,559
kcoqngbzwh@example.com,Alaska,Fairbanks,sedan,354,829,9794,2579,29,549
dvetrsqzbp@example.com,Alaska,Fairbanks,suv,286,795,11960,15235,204,3194
gskzgvnabi@example.com,Alaska,Fairbanks,hybrid,592,907,4843,11348,303,1739
ayyrvkzlbq@example.com,Alaska,Fairbanks,hybrid,675,674,3048,13245,88,3973
etorigeosx@example.com,Alaska,Fairbanks,suv,162,816,2097,3311,118,3019
amnkgbmzcq@example.com,Alaska,Fairbanks,hybrid,465,1048,7609,1546,119,3390
tnomifqwqk@example.com,Alaska,Fairbanks,hybrid,402,539,7979,12982,198,602
xqovgetqnd@example.com,Alaska,Fairbanks,sedan,968,758,11958,8039,302,1723
zjdxhjgwdj@example.com,Alaska,Fairbanks,sedan,542,454,11910,9218,282,4948
qcjfvevkcw@example.com,Alaska,Fairbanks,sedan,754,836,9260,6019,64,2894
wlvvslpkau@example.com,Alaska,Fairbanks,truck,340,707,8715,14410,199,570
wglvkmzfuk@example.com,Alaska,Fairbanks,sedan,154,1459,10210,4415,172,300
usxbrukpae@example.com,Alaska,Fairbanks,suv,566,928,3410,6406,443,1362
wrnlohqnrd@example.com,Alaska,Fairbanks,hybrid,639,175,2421,5087,273,1307
pfhfwphhby@example.com,Alaska,Fairbanks,sedan,158,361,6447,11182,143,1643
wdbijqxokv@example.com,Alaska,Fairbanks,truck,521,1059,11930,10533,204,2211
nwrvftrxhd@example.com,Alaska,Fairbanks,suv,429,1666,3256,13996,91,4237
dahsmjstrp@example.com,Alaska,Fairbanks,hybrid,837,1597,10994,1353,359,4328
zqkvdowjsn@example.com,Alaska,Fairbanks,truck,854,734,10678,11509,161,555
mhzcfriuvu@example.com,Alaska,Fairbanks,truck,189,509,5775,2980,417,2011
gmihxdxpmr@example.com,Alaska,Fairbanks,hybrid,936,604,10359,22417,119,509
dnbtcroaob@example.com,Alaska,Fairbanks,suv,797,735,2244,10566,43,1826
vlinklvwej@example.com,Alaska,Fairbanks,suv,132,1037,7874,10019,114,1198
jnhwvslzpg@example.com,Alaska,Fairbanks,truck,514,1006,3218,12491,166,1752
xvztsebgmr@example.com,Alaska,Fairbanks,hybrid,755,831,11737,8654,310,5548
unowmgsktd@example.com,Alaska,Fairbanks,suv,966,707,8461,11818,34,1035
zmoyjbqtnn@example.com,Alaska,Fairbanks,suv,861,493,9785,12662,93,2874
cukhrmemxy@example.com,Arizona,Phoenix,truck,261,939,10948,12155,120,2112
dekqeubqxr@example.com,Arizona,Phoenix,truck,221,176,9515,1710,143,1861
yjheuqrjmv@example.com,Arizona,Phoenix,hybrid,284,312,2156,12512,44,5018
yqfogzwgty@example.com,Arizona,Phoenix,suv,841,797,6612,3794,61,1150
ohnaculgvq@example.com,Arizona,Phoenix,truck,806,593,11587,5888,190,946
tuotvgrfrp@example.com,Arizona,Phoenix,hybrid,917,295,1412,6213,327,1497
xiwgatnrte@example.com,Arizona,Phoenix,truck,547,1042,1778,10087,326,1142
pyacjdpipc@example.com,Arizona,Phoenix,hybrid,585,845,4987,3679,54,4788
niittnqolh@example.com,Arizona,Phoenix,suv,567,205,6796,11643,82,4712
jjaxwlpuqi@example.com,Arizona,Phoenix,truck,755,432,9859,10913,55,2142
tfjdzmtzxv@example.com,Arizona,Phoenix,hybrid,791,518,9248,13028,60,512
mbmoqohmqb@example.com,Arizona,Phoenix,truck,229,1957,8542,7106,368,4272
kjmwhlujhl@example.com,Arizona,Phoenix,sedan,764,378,5752,9123,99,5055
ticasiilik@example.com,Arizona,Phoenix,truck,122,771,11470,7925,133,3861
qxccgobbla@example.com,Arizona,Phoenix,truck,835,840,2282,3461,225,647
ydvjxvpvet@example.com,Arizona,Phoenix,hybrid,278,521,9047,12983,132,986
qgqlnhwpgi@example.com,Arizona,Phoenix,truck,139,541,5896,9319,26,2384
bulhltqfqf@example.com,Arizona,Phoenix,suv,768,358,3824,1471,154,1304
katatjamxp@example.com,Arizona,Phoenix,sedan,592,829,3725,10471,178,3545
kpkmuuxrez@example.com,Arizona,Phoenix,hybrid,116,220,4550,8036,197,2008
ycfgetiybm@example.com,Arizona,Phoenix,truck,636,340,4877,19151,117,2028
mruoasvsmo@example.com,Arizona,Phoenix,suv,509,318,6365,5915,367,1602
deqznlisxm@example.com,Arizona,Phoenix,suv,827,1005,3463,12217,160,2732
goewhfohny@example.com,Arizona,Phoenix,truck,186,462,8362,18782,49,2783
xbiewdwgzb@example.com,Arizona,Phoenix,truck,832,1020,7331,8908,119,1326
eofwxenqes@example.com,Arizona,Phoenix,sedan,453,712,7546,18664,126,4204
nmjqquztyk@example.com,Arizona,Phoenix,hybrid,833,648,8860,9084,108,1928
nqkyevycdo@example.com,Arizona,Phoenix,truck,586,432,1445,12061,41,631
gembzzgymv@example.com,Arizona,Phoenix,sedan,112,895,10144,11147,41,2647
ibdbqihlqg@example.com,Arizona,Phoenix,sedan,266,440,11059,14033,94,3264
qpzbyfbddo@example.com,Arizona,Phoenix,suv,244,794,8689,4318,270,1596
eaaloiolce@example.com,Arizona,Phoenix,hybrid,421,853,10767,7959,42,1279
fohopchihi@example.com,Arizona,Phoenix,hybrid,125,1220,11922,13702,298,1625
divtuaqisa@example.com,Arizona,Phoenix,truck,697,1657,8468,3716,267,2042
alndjguddj@example.com,Arizona,Phoenix,truck,133,1882,3537,7502,127,1600
aqxrwmczhd@example.com,Arizona,Phoenix,sedan,553,939,1542,19194,47,4250
etznxegtvo@example.com,Arizona,Phoenix,hybrid,990,473,7354,8802,108,2568
cnrznvefew@example.com,Arizona,Phoenix,truck,312,716,4553,12209,364,200
oxkjhgfvqg@example.com,Arizona,Phoenix,hybrid,614,176,4054,9912,69,1498
xahxwryeky@example.com,Arizona,Phoenix,sedan,934,1967,7246,2414,237,4376
sgbmexqsss@example.com,Arizona,Phoenix,hybrid,170,800,1473,13184,240,2344
rdavtnopee@example.com,Arizona,Phoenix,sedan,611,1222,4166,12607,254,3816
qzpanltlau@example.com,Arizona,Phoenix,hybrid,375,500,8657,10080,70,575
qhdjmgnunz@example.com,Arizona,Phoenix,sedan,976,481,11285,9147,19,1033
komhbqthyj@example.com,Arizona,Phoenix,truck,116,512,8034,21674,237,310
pxgeulhpsm@example.com,Arizona,Phoenix,truck,159,185,6249,5207,264,612
ijyawezwle@example.com,Arizona,Phoenix,truck,375,763,5014,6167,137,1628
esqaudthwu@example.com,Arizona,Phoenix,suv,987,632,11785,17973,65,2809
epdpjsjoqn@example.com,Arizona,Phoenix,truck,257,1134,6852,11065,189,4540
dpqzjyitcu@example.com,Arizona,Phoenix,sedan,289,334,7557,13168,59,1468
njmbiugxwo@example.com,Arizona,Tucson,suv,510,432,3688,3682,349,1378
wcukkdmzjh@example.com,Arizona,Tucson,truck,429,924,1705,13448,105,892
dizfahebbw@example.com,Arizona,Tucson,truck,801,372,2271,1522,75,4319
cmyhxkxbpm@example.com,Arizona,Tucson,hybrid,824,728,5208,2295,353,2419
uiiuhwlwco@example.com,Arizona,Tucson,sedan,807,155,7548,13391,438,963
mlhkzsacay@example.com,Arizona,Tucson,truck,639,1272,7232,15902,72,3871
vryudgebee@example.com,Arizona,Tucson,sedan,180,733,2633,2396,234,1956
unvnouhbom@example.com,Arizona,Tucson,sedan,307,108,7860,12283,164,2342
tndqgvculp@example.com,Arizona,Tucson,sedan,975,690,10085,14728,55,2845
zwuqjyhiqt@example.com,Arizona,Tucson,hybrid,584,444,6538,8732,199,545
djuuyvlbbe@example.com,Arizona,Tucson,suv,486,1316,4625,13929,94,1359
fxflrhbmha@example.com,Arizona,Tucson,truck,738,1134,2372,10166,159,1633
avmczeaqks@example.com,Arizona,Tucson,truck,439,900,7406,10318,472,843
ovnfrylavf@example.com,Arizona,Tucson,sedan,103,756,8570,3817,120,1612
wbvdwhaamm@example.com,Arizona,Tucson,truck,975,198,4209,9939,362,705
kwojiillgs@example.com,Arizona,Tucson,truck,994,666,7426,2843,156,1345
wgoixlernk@example.com,Arizona,Tucson,hybrid,636,497,8391,11785,275,4165
wmgclxadub@example.com,Arizona,Tucson,sedan,573,407,7816,8665,168,2472
kgmhzdamxx@example.com,Arizona,Tucson,suv,745,1507,7823,17109,78,603
rdgkfistri@example.com,Arizona,Tucson,hybrid,381,716,1552,10116,23,1735
vzdzucuwok@example.com,Arizona,Tucson,truck,171,702,9144,11490,149,1132
wapezzldal@example.com,Arizona,Tucson,sedan,877,1030,6602,16586,237,2286
ijnznawfdx@example.com,Arizona,Tucson,suv,458,1224,10194,7746,238,1996
xembyecxwy@example.com,Arizona,Tucson,sedan,865,264,2456,2119,179,693
zuuxbpxxad@example.com,Arizona,Tucson,suv,343,1117,5810,15963,85,1899
cmjqmlhfpg@example.com,Arizona,Tucson,truck,173,1313,6317,5334,141,355
vjopnnoprr@example.com,Arizona,Tucson,hybrid,476,191,11920,12968,152,2464
uoqfkfalnv@example.com,Arizona,Tucson,sedan,156,653,4289,4413,85,1813
mmyghxpvwm@example.com,Arizona,Tucson,sedan,580,654,8195,10035,37,1133
rcewuncqrf@example.com,Arizona,Tucson,truck,940,778,5931,4395,87,1286
qltwtwyaql@example.com,Arizona,Tucson,sedan,948,822,1281,5053,101,3118
xbxoxouwec@example.com,Arizona,Tucson,hybrid,121,773,6784,5694,118,1823
ltmffaawxf@example.com,Arizona,Tucson,suv,850,1178,1375,3161,39,1749
zbsprcztuv@example.com,Arizona,Tucson,hybrid,219,750,6717,2792,176,1588
dykixproox@example.com,Arizona,Tucson,suv,294,224,2738,17266,251,1839
scwphdmagj@example.com,Arizona,Tucson,hybrid,216,650,11176,2588,159,2626
ziclnugotv@example.com,Arizona,Tucson,truck,958,297,3569,3814,168,834
nemzdocfku@example.com,Arizona,Tucson,sedan,138,657,4348,16722,176,1072
doqbqxzyzc@example.com,Arizona,Tucson,suv,907,631,6858,4081,267,2000
mwgjyiijra@example.com,Arizona,Tucson,truck,550,1289,3994,15531,311,698
zarrqzsaxb@example.com,Arizona,Tucson,suv,649,227,10772,10869,118,1351
oescnllfyw@example.com,Arizona,Tucson,hybrid,384,872,1287,1806,63,703
twxnbmelin@example.com,Arizona,Tucson,truck,603,963,8189,11355,326,908
teiyjmtvwm@example.com,Arizona,Tucson,hybrid,434,147,5545,1924,148,1588
zzxqybdjfx@example.com,Arizona,Tucson,suv,929,743,7333,6396,188,3574
hjenzsxzos@example.com,Arizona,Tucson,truck,982,234,7913,10845,102,5632
fnwthflcgk@example.com,Arizona,Tucson,hybrid,600,377,7515,8604,141,965
tknkacirqg@example.com,Arizona,Tucson,hybrid,268,304,2986,8438,320,1363
yeiyqhrcdc@example.com,Arizona,Tucson,truck,261,358,6369,3507,183,998
kdaxbevfsl@example.com,Arizona,Tucson,suv,723,645,6174,3541,186,222
ccydlumusr@example.com,Arkansas,Little Rock,truck,308,642,10825,11313,264,2626
owqatjyhql@example.com,Arkansas,Little Rock,sedan,597,1131,2606,8366,51,1011
rmopqlnmvk@example.com,Arkansas,Little Rock,suv,986,1138,10394,4043,194,1042
cgwvqafrai@example.com,Arkansas,Little Rock,sedan,821,428,4527,6325,104,2987
zdhazprnuf@example.com,Arkansas,Little Rock,hybrid,844,655,1325,7365,137,583
jmouwxamoq@example.com,Arkansas,Little Rock,suv,755,1014,8364,9672,77,2112
oazvqgnfxv@example.com,Arkansas,Little Rock,truck,877,1296,3922,5261,364,1066
yrdeqntqvq@example.com,Arkansas,Little Rock,sedan,243,372,8097,15373,61,2419
upvacnutwg@example.com,Arkansas,Little Rock,suv,729,1361,2548,10694,60,2690
nntgfihizh@example.com,Arkansas,Little Rock,truck,926,460,2671,11280,290,1312
uqdokpmbuh@example.com,Arkansas,Little Rock,sedan,270,402,2342,9257,48,2640
bpkazzttkz@example.com,Arkansas,Little Rock,suv,418,1207,6455,5019,47,3858
qifuhtoope@example.com,Arkansas,Little Rock,hybrid,267,506,3080,9485,186,2622
jfgkjzjzeo@example.com,Arkansas,Little Rock,hybrid,404,117,7509,3348,102,2640
omqflczgpv@example.com,Arkansas,Little Rock,hybrid,618,212,3712,4375,124,1835
ztorqxpnxl@example.com,Arkansas,Little Rock,truck,417,1656,2215,3776,280,1665
rhssjxlres@example.com,Arkansas,Little Rock,truck,328,145,2835,13604,304,862
jrlvyfatiy@example.com,Arkansas,Little Rock,truck,156,578,8764,16398,47,3757
jhxkykmuts@example.com,Arkansas,Little Rock,sedan,495,1077,9774,10135,304,175
covfmlxwnr@example.com,Arkansas,Little Rock,sedan,316,371,11612,4688,266,5668
crnziozewu@example.com,Arkansas,Little Rock,hybrid,951,1231,1602,11342,68,665
nihbtpvcft@example.com,Arkansas,Little Rock,hybrid,866,893,8140,9501,54,4574
pnewokcxln@example.com,Arkansas,Little Rock,hybrid,469,595,8520,16349,163,1582
lyawntzmrp@example.com,Arkansas,Little Rock,truck,1000,590,3360,9159,183,4144
ytpbbjfzct@example.com,Arkansas,Little Rock,hybrid,808,1620,2515,12115,181,519
osihwdcuhz@example.com,Arkansas,Little Rock,sedan,527,453,7373,6876,94,1065
